Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
351,,ANGELICA RODRIGUEZ TORRE,,,,,,,,,,
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,1,"109,24",
,,,,,,,Total Prestador:,1,,,"109,24",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
354,,ARIANE VELASCO MACHADO,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,9,"4.333,59",
,,,,,,,Total Prestador:,9,,,"4.333,59",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
354,,ARIANE VELASCO MACHADO,,,,,,,,,,
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,1,"109,24",
,,,,,,,Total Prestador:,1,,,"109,24",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
357,,CESAR TAUJI TAKANO,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,10,"4.810,80",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,1,"617,19",
,,,,,,,Total Prestador:,11,,,"5.427,99",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
357,,CESAR TAUJI TAKANO,,,,,,,,,,
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,1,"109,24",
,,,,,,,Total Prestador:,1,,,"109,24",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
359,,CLAUDIA MARIA GONCALVES P,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,1,"481,08",
,,,,,,,Total Prestador:,1,,,"481,08",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
359,,CLAUDIA MARIA GONCALVES P,,,,,,,,,,
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,3,"327,72",
,,,,,,,Total Prestador:,3,,,"327,72",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
361,,CRISTIANE CAROLINE PEREIR,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,8,"3.848,64",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,2,"1.234,38",
,,,,,,,Total Prestador:,10,,,"5.083,02",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
361,,CRISTIANE CAROLINE PEREIR,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,3,"462,90",
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,4,"464,05",
,,,,,,,Total Prestador:,7,,,"926,95",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
362,,DAYVISON HILARIO DA SILVA,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,8,"3.848,64",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,3,"1.851,57",
,,,,,,,Total Prestador:,11,,,"5.700,21",
365,,ERICO DUARTE IZAIAS,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,13,"6.254,04",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,2,"1.234,38",
,,,,,,,Total Prestador:,15,,,"7.488,42",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
365,,ERICO DUARTE IZAIAS,,,,,,,,,,
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,1,"109,24",
,Prestador,,,,,,,,,,,
,,,,,Procedimento,,,,Qtd,,,Valor
,,,,,,,Total Prestador:,1,,,"109,24",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
366,,GABRIELA PIRES BONFANTI,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,5,"2.405,40",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,1,"617,19",
,,,,,,,Total Prestador:,6,,,"3.022,59",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
366,,GABRIELA PIRES BONFANTI,,,,,,,,,,
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,3,"327,72",
,,,,,,,Total Prestador:,3,,,"327,72",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
367,,GILBERTO RODRIGUES PINTO,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,4,"1.924,32",
,,,,,,,Total Prestador:,4,,,"1.924,32",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
367,,GILBERTO RODRIGUES PINTO,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,1,"154,30",
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,1,"109,24",
,,,,,,,Total Prestador:,2,,,"263,54",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
368,,HELIANA SOUZA MARTINHO,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,28,"13.470,24",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,2,"1.234,38",
,,,,,,,Total Prestador:,30,,,"14.704,62",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
368,,HELIANA SOUZA MARTINHO,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,3,"462,90",
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,5,"550,07",
,,,,,,,Total Prestador:,8,,,"1.012,97",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
370,,JULIA FERREIRA GUIMARAES D,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,18,"8.659,44",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,1,"617,19",
,,,,,,,Total Prestador:,19,,,"9.276,63",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
370,,JULIA FERREIRA GUIMARAES D,,,,,,,,,,
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,2,"222,35",
,,,,,,,Total Prestador:,2,,,"222,35",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
372,,JULIO CESAR DE SOUZA FILHO,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,1,"481,08",
,,,,,,,Total Prestador:,1,,,"481,08",
373,,LARISSA FERNANDES BANDEI,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,8,"3.848,64",
,,,,,,,Total Prestador:,8,,,"3.848,64",
377,,MARIA THAIS MIKUNI MENDON,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,2,"962,16",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,1,"617,19",
,,,,,,,Total Prestador:,3,,,"1.579,35",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
377,,MARIA THAIS MIKUNI MENDON,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,1,"154,30",
,,,,,,,Total Prestador:,1,,,"154,30",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
379,,MAURINA FREITAS TENUTA,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,21,"10.102,68",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,1,"617,19",
,,,,,,,Total Prestador:,22,,,"10.719,87",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
379,,MAURINA FREITAS TENUTA,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,1,"150,57",
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,1,"109,24",
,,,,,,,Total Prestador:,2,,,"259,81",
,Prestador,,,,,,,,,,,
,,,,,Procedimento,,,,Qtd,,,Valor
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
380,,MAURO FERREIRA PACHECO F,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,1,"481,08",
,,,,,,,Total Prestador:,1,,,"481,08",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
380,,MAURO FERREIRA PACHECO F,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,1,"154,30",
,,,,,,,Total Prestador:,1,,,"154,30",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
382,,MICHELLE KAGUIMOTO MARTI,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,23,"11.064,84",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,3,"1.851,57",
,,,,,,,Total Prestador:,26,,,"12.916,41",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
382,,MICHELLE KAGUIMOTO MARTI,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,1,"154,30",
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,2,"218,48",
,,,,,,,Total Prestador:,3,,,"372,78",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
384,,NATHALIA SABOIA CAMPOS BO,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,10,"4.810,80",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,1,"617,19",
,,,,,,,Total Prestador:,11,,,"5.427,99",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
384,,NATHALIA SABOIA CAMPOS BO,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,1,"154,30",
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,1,"109,24",
,,,,,,,Total Prestador:,2,,,"263,54",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
387,,RAFAELA CAMPOS ANDRADE,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,21,"10.102,68",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,1,"617,19",
,,,,,,,Total Prestador:,22,,,"10.719,87",
388,,RAFAELLA OLIVEIRA ALMEIDA,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,7,"3.367,56",
,,,,,,,Total Prestador:,7,,,"3.367,56",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
388,,RAFAELLA OLIVEIRA ALMEIDA,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,1,"154,30",
,,,,,,,Total Prestador:,1,,,"154,30",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
390,,TAMIRES FRANCA BERTAO,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,3,"1.443,24",
,,,,,,,Total Prestador:,3,,,"1.443,24",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
390,,TAMIRES FRANCA BERTAO,,,,,,,,,,
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,2,"221,02",
,,,,,,,Total Prestador:,2,,,"221,02",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
399,,MUNIL DA SILVA TAQUES,,,,,,,,,,
,,,,030101017,,CONSULTA/AVALIAÇÃO EM PACIENTE INT,,,,1,"1,33",
,,,,,,,Total Prestador:,1,,,"1,33",
405,,FRANCISCO CARLOS DE ALMEI,,,,,,,,,,
,,,,030101017,,CONSULTA/AVALIAÇÃO EM PACIENTE INT,,,,1,"8,93",
,,,,,,,Total Prestador:,1,,,"8,93",
Grupo Procedimento:,,,,,,,,,,,,
,,,"RIM, URETER E BEXIGA",,,,,,,,,
405,,FRANCISCO CARLOS DE ALMEI,,,,,,,,,,
,,,,040901035,,PUNÇÃO/ASPIRAÇÃO DA BEXIGA,,,,1,"12,97",
,,,,,,,Total Prestador:,1,,,"12,97",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
411,,LUCAS DA CRUZ FARIAS,,,,,,,,,,
,,,,030101014,,PRIMEIRA CONSULTA DE PEDIATRIA AO ,,,,81,"810,00",
,,,,,,,Total Prestador:,81,,,"810,00",
,Prestador,,,,,,,,,,,
,,,,,Procedimento,,,,Qtd,,,Valor
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
411,,LUCAS DA CRUZ FARIAS,,,,,,,,,,
,,,,031001002,,ATENDIMENTO AO RECEM-NASCIDO NO ,,,,29,"1.600,80",
,,,,,,,Total Prestador:,29,,,"1.600,80",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE ALGUMAS AFECÇÕESS ORIGINADAS NO PERÍODO NEONATAL,,,,,,,,,
411,,LUCAS DA CRUZ FARIAS,,,,,,,,,,
,,,,030316002,,TRATAMENTO DE INFECCOES ESPECIFIC,,,,4,"899,88",
,,,,030316003,,TRATAMENTO DE OUTROS TRANSTORN,,,,1,"262,54",
,,,,030316004,,TRATAMENTO DE TRANSTORNOS HEMO,,,,1,"262,54",
,,,,,,,Total Prestador:,6,,,"1.424,96",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE DOENÇAS DO OUVIDO/APÓFISE MASTÓIDE E VIAS AÉREAS,,,,,,,,,
411,,LUCAS DA CRUZ FARIAS,,,,,,,,,,
,,,,030314015,,TRATAMENTO DE PNEUMONIAS OU INFL,,,,1,"582,42",
,,,,,,,Total Prestador:,1,,,"582,42",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
417,,WILLIAN BENEDITO DE PROEN,,,,,,,,,,
,,,,030101017,,CONSULTA/AVALIAÇÃO EM PACIENTE INT,,,,9,"59,50",
,,,,,,,Total Prestador:,9,,,"59,50",
Grupo Procedimento:,,,,,,,,,,,,
,,,ASSISTÊNCIA FISIOTERAPÊUTICA CARDIOVASCULARES E PNEUMO-FUNCIONAIS,,,,,,,,,
429,,CELSO CESAR SILVA,,,,,,,,,,
,,,,030204001,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,119,"755,65",
,,,,030204002,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,13,"60,71",
,,,,,,,Total Prestador:,132,,,"816,36",
432,,EDNALVA DE FIGUEIREDO DIA,,,,,,,,,,
,,,,030204001,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,101,"641,35",
,,,,,,,Total Prestador:,101,,,"641,35",
Grupo Procedimento:,,,,,,,,,,,,
,,,"ASSISTÊNCIA FISIOTERAPÊUTICA EM ALTERAÇÕES OBSTÉTRICAS, NEONATAIS E ",,,,,,,,,
432,,EDNALVA DE FIGUEIREDO DIA,,,,,,,,,,
,,,,030201001,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,11,"69,85",
,,,,,,,Total Prestador:,11,,,"69,85",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
442,,GABRIELA SELKE ALVES,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,3,"1.443,24",
,,,,,,,Total Prestador:,3,,,"1.443,24",
454,,KAMILA BARBOSA BORGES CO,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,15,"7.247,16",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,1,"617,19",
,,,,,,,Total Prestador:,16,,,"7.864,35",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
454,,KAMILA BARBOSA BORGES CO,,,,,,,,,,
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,1,"109,24",
,,,,,,,Total Prestador:,1,,,"109,24",
Grupo Procedimento:,,,,,,,,,,,,
,,,"ASSISTÊNCIA FISIOTERAPÊUTICA EM ALTERAÇÕES OBSTÉTRICAS, NEONATAIS E ",,,,,,,,,
468,,FERNANDA APOLINARIO ZAGUI,,,,,,,,,,
,,,,030201003,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,82,"520,70",
,,,,,,,Total Prestador:,82,,,"520,70",
471,,SOPHIA DE MARIA RIBEIRO AN,,,,,,,,,,
,,,,030201003,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,173,"1.098,55",
,,,,,,,Total Prestador:,173,,,"1.098,55",
Grupo Procedimento:,,,,,,,,,,,,
,,,ASSISTÊNCIA FISIOTERAPÊUTICA CARDIOVASCULARES E PNEUMO-FUNCIONAIS,,,,,,,,,
472,,KELLY CRISTINE FARIA COUTI,,,,,,,,,,
,,,,030204002,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,18,"84,06",
,,,,,,,Total Prestador:,18,,,"84,06",
Grupo Procedimento:,,,,,,,,,,,,
,,,"ASSISTÊNCIA FISIOTERAPÊUTICA EM ALTERAÇÕES OBSTÉTRICAS, NEONATAIS E ",,,,,,,,,
472,,KELLY CRISTINE FARIA COUTI,,,,,,,,,,
,,,,030201003,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,141,"895,35",
,,,,,,,Total Prestador:,141,,,"895,35",
473,,LUCELIA METELLO BELLIDO,,,,,,,,,,
,,,,030201003,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,40,"254,00",
,,,,,,,Total Prestador:,40,,,"254,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,ASSISTÊNCIA FISIOTERAPÊUTICA CARDIOVASCULARES E PNEUMO-FUNCIONAIS,,,,,,,,,
474,,DANNY GRACE SOUZA CORDEI,,,,,,,,,,
,,,,030204001,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,31,"196,85",
,,,,,,,Total Prestador:,31,,,"196,85",
,Prestador,,,,,,,,,,,
,,,,,Procedimento,,,,Qtd,,,Valor
Grupo Procedimento:,,,,,,,,,,,,
,,,"ASSISTÊNCIA FISIOTERAPÊUTICA EM ALTERAÇÕES OBSTÉTRICAS, NEONATAIS E ",,,,,,,,,
474,,DANNY GRACE SOUZA CORDEI,,,,,,,,,,
,,,,030201003,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,445,"2.825,75",
,,,,,,,Total Prestador:,445,,,"2.825,75",
Grupo Procedimento:,,,,,,,,,,,,
,,,EXAMES DO DOADOR/RECEPTOR,,,,,,,,,
488,,HEMOSAN,,,,,,,,,,
,,,,021201002,,EXAMES PRE-TRANSFUSIONAIS I,,,,119,"2.027,76",
,,,,021201003,,EXAMES PRE-TRANSFUSIONAIS II,,,,82,"1.397,28",
,,,,,,,Total Prestador:,201,,,"3.425,04",
Grupo Procedimento:,,,,,,,,,,,,
,,,DIAGNÓSTICO EM CARDIOLOGIA,,,,,,,,,
489,,SANTA HELENA IMAGEM,,,,,,,,,,
,,,,021102003,,ELETROCARDIOGRAMA,,,,30,"0,00",
,,,,,,,Total Prestador:,30,,,"0,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,EXAMES RADIOLÓGICOS DA CABEÇA E PESCOÇO,,,,,,,,,
489,,SANTA HELENA IMAGEM,,,,,,,,,,
,,,,020401014,,RADIOGRAFIA DE SEIOS DA FACE (FN + ,,,,1,"0,00",
,,,,,,,Total Prestador:,1,,,"0,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,EXAMES RADIOLÓGICOS DA CINTURA ESCAPULAR E DOS MEMBROS SUPERIORES,,,,,,,,,
489,,SANTA HELENA IMAGEM,,,,,,,,,,
,,,,020404001,,RADIOGRAFIA DE ANTEBRACO,,,,6,"0,00",
,,,,020404005,,RADIOGRAFIA DE BRACO,,,,6,"0,00",
,,,,020404006,,RADIOGRAFIA DE CLAVICULA,,,,2,"0,00",
,,,,,,,Total Prestador:,14,,,"0,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,EXAMES RADIOLÓGICOS DA CINTURA PÉLVICA E DOS MEMBROS INFERIORES,,,,,,,,,
489,,SANTA HELENA IMAGEM,,,,,,,,,,
,,,,020406006,,RADIOGRAFIA DE ARTICULACAO COXO-F,,,,2,"0,00",
,,,,020406008,,RADIOGRAFIA DE ARTICULACAO TIBIO-T,,,,2,"0,00",
,,,,020406009,,RADIOGRAFIA DE BACIA,,,,2,"0,00",
,,,,020406011,,RADIOGRAFIA DE COXA,,,,6,"0,00",
,,,,020406012,,RADIOGRAFIA DE JOELHO (AP + LATERAL,,,,18,"0,00",
,,,,020406015,,RADIOGRAFIA DE PE / DEDOS DO PE,,,,2,"0,00",
,,,,020406016,,RADIOGRAFIA DE PERNA,,,,6,"0,00",
,,,,,,,Total Prestador:,38,,,"0,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,EXAMES RADIOLÓGICOS DO ABDOMEN E PELVE,,,,,,,,,
489,,SANTA HELENA IMAGEM,,,,,,,,,,
,,,,020405001,,CLISTER OPACO C/ DUPLO CONTRASTE,,,,2,"0,00",
,,,,020405002,,COLANGIOGRAFIA PER-OPERATORIA,,,,1,"0,00",
,,,,020405011,,RADIOGRAFIA DE ABDOMEN (AP + LATER,,,,4,"0,00",
,,,,020405013,,RADIOGRAFIA DE ABDOMEN SIMPLES (A,,,,24,"0,00",
,,,,020405016,,RADIOGRAFIA P/ ESTUDO DO DELGADO ,,,,1,"0,00",
,,,,,,,Total Prestador:,32,,,"0,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,EXAMES RADIOLÓGICOS DO TORAX E MEDIASTINO,,,,,,,,,
489,,SANTA HELENA IMAGEM,,,,,,,,,,
,,,,020403015,,RADIOGRAFIA DE TORAX (PA E PERFIL),,,,33,"0,00",
,,,,020403017,,RADIOGRAFIA DE TORAX (PA),,,,391,"0,00",
,,,,,,,Total Prestador:,424,,,"0,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,ULTRA-SONOGRAFIAS DO SISTEMA CIRCULATÓRIO (QUALQUER REGIÃO ANATÔMI,,,,,,,,,
489,,SANTA HELENA IMAGEM,,,,,,,,,,
,,,,020501003,,ECOCARDIOGRAFIA TRANSTORACICA,,,,33,"2.239,38",
,,,,020501004,,ULTRASSONOGRAFIA DOPPLER COLORI,,,,9,"356,40",
,,,,020501005,,ULTRASSONOGRAFIA DOPPLER DE FLUX,,,,31,"1.329,90",
,,,,,,,Total Prestador:,73,,,"3.925,68",
Grupo Procedimento:,,,,,,,,,,,,
,,,ULTRA-SONOGRAFIAS DOS DEMAIS SISTEMAS,,,,,,,,,
489,,SANTA HELENA IMAGEM,,,,,,,,,,
,,,,020502003,,ULTRASSONOGRAFIA DE ABDÔMEN SUP,,,,4,"96,80",
,,,,020502004,,ULTRASSONOGRAFIA DE ABDOMEN TOT,,,,17,"645,15",
,,,,020502005,,ULTRASSONOGRAFIA DE APARELHO URI,,,,12,"290,40",
,,,,020502006,,ULTRASSONOGRAFIA DE ARTICULACAO,,,,8,"193,60",
,,,,020502007,,ULTRASSONOGRAFIA DE BOLSA ESCROT,,,,2,"48,40",
,,,,020502008,,ULTRASSONOGRAFIA DE GLOBO OCULA,,,,1,"24,20",
,Prestador,,,,,,,,,,,
,,,,,Procedimento,,,,Qtd,,,Valor
489,,SANTA HELENA IMAGEM,,,,,,,,,,
,,,,020502009,,ULTRASSONOGRAFIA MAMARIA BILATER,,,,1,"24,20",
,,,,020502010,,ULTRASSONOGRAFIA DE PROSTATA PO,,,,3,"72,60",
,,,,020502014,,ULTRASSONOGRAFIA OBSTETRICA,,,,15,"363,00",
,,,,020502015,,ULTRASSONOGRAFIA OBSTETRICA C/ DO,,,,3,"118,80",
,,,,020502016,,ULTRASSONOGRAFIA PELVICA (GINECOL,,,,1,"24,20",
,,,,020502017,,ULTRASSONOGRAFIA TRANSFONTANELA,,,,16,"387,20",
,,,,020502018,,ULTRASSONOGRAFIA TRANSVAGINAL,,,,19,"459,80",
,,,,,,,Total Prestador:,102,,,"2.748,35",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TOMOGRAFIA DA CABEÇA, PESCOÇO E COLUNA VERTEBRAL",,,,,,,,,
490,,DIAG X DIGITAL DIAGNOSTICO,,,,,,,,,,
,,,,020601001,,TOMOGRAFIA COMPUTADORIZADA DE C,,,,1,"86,76",
,,,,020601002,,TOMOGRAFIA COMPUTADORIZADA DE C,,,,1,"101,10",
,,,,020601003,,TOMOGRAFIA COMPUTADORIZADA DE C,,,,1,"86,76",
,,,,020601005,,TOMOGRAFIA COMPUTADORIZADA DO P,,,,1,"86,75",
,,,,020601006,,TOMOGRAFIA COMPUTADORIZADA DE S,,,,1,"97,44",
,,,,020601007,,TOMOGRAFIA COMPUTADORIZADA DO C,,,,8,"779,52",
,,,,,,,Total Prestador:,13,,,"1.238,33",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TOMOGRAFIA DO ABDOMEN, PELVE E MEMBROS INFERIORES",,,,,,,,,
490,,DIAG X DIGITAL DIAGNOSTICO,,,,,,,,,,
,,,,020603001,,TOMOGRAFIA COMPUTADORIZADA DE A,,,,27,"3.743,01",
,,,,020603003,,TOMOGRAFIA COMPUTADORIZADA DE P,,,,27,"3.743,01",
,,,,,,,Total Prestador:,54,,,"7.486,02",
Grupo Procedimento:,,,,,,,,,,,,
,,,TOMOGRAFIA DO TORAX E MEMBROS SUPERIORES,,,,,,,,,
490,,DIAG X DIGITAL DIAGNOSTICO,,,,,,,,,,
,,,,020602002,,TOMOGRAFIA COMPUTADORIZADA DE S,,,,1,"86,75",
,,,,020602003,,TOMOGRAFIA COMPUTADORIZADA DE T,,,,23,"3.137,43",
,,,,,,,Total Prestador:,24,,,"3.224,18",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
526,,ANA FLAVIA SCHAVETOCK VIEI,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,10,"4.810,80",
